----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
          Observed  |            Ritz    |  Rel. |    Aki    | Acc. |        Ei           Ek        |              Lower level              |              Upper level               |Type|                  TP  |   Line  |
         Wavelength |         Wavelength |  Int. |    s^-1   |      |      (cm-1)       (cm-1)      |---------------------------------------|----------------------------------------|    |                 Ref. |   Ref.  |
          Air  (Å)  |          Air  (Å)  |  (?)  |           |      |                               | Conf.                 | Term    | J   | Conf.                  | Term    | J   |    |                      |         |
                    |           6165.123 |       | 9.89e+04  | C    | 107289.7001   -  123505.4896  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           6170.174 |           6170.174 |     7 | 5.0e+05   | C    | 106237.5518   -  122440.0672  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
           6173.096 |           6173.096 |    10 | 6.7e+05   | C    | 106087.2598   -  122282.104   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 2   |    |               T1218n |  L2634  |
                    |           6179.419 |       | 6.6e+04   | D    | 107289.7001   -  123467.9733  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |               T1218n |         |
           6212.503 |           6212.503 |    10 | 3.9e+05   | D+   | 106237.5518   -  122329.672   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 3   |    |               T1218n |  L2634  |
           6215.938 |           6215.939 |     5 | 5.7e+05   | D+   | 107289.7001   -  123372.9253  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           6230.921 |       | 1.2e+04   | D    | 106237.5518   -  122282.104   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 2   |    |               T1164n |         |
                    |           6243.390 |       | 1.3e+05   | D    | 107496.4166   -  123508.927   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 0   |    |               T1218n |         |
                    |           6244.730 |       | 2.0e+04   | D    | 107496.4166   -  123505.4896  | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |               T1218n |         |
                    |           6248.406 |       | 6.8e+04   | D    | 106087.2598   -  122086.9164  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |               T1218n |         |
                    |           6278.645 |       | 2.0e+04   | D    | 106237.5518   -  122160.1502  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[7/2]* | 3   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           6296.872 |           6296.873 |     7 | 9.0e+05   | D+   | 107496.4166   -  123372.9253  | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
           6307.657 |           6307.657 |    15 | 6.0e+05   | D+   | 106237.5518   -  122086.9164  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
                    |           6309.160 |       | 7.6e+04   | D    | 106087.2598   -  121932.8477  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |               T1218n |         |
                    |           6364.894 |       | 5.6e+05   | D+   | 106087.2598   -  121794.0988  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 0   |    |               T1218n |         |
           6369.575 |           6369.575 |     7 | 4.2e+05   | D+   | 106237.5518   -  121932.8477  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           6384.717 |           6384.717 |    20 | 4.21e+05  | C    | 104102.0990   -  119760.1725  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |               T1218n |  L2634  |
           6416.307 |           6416.307 |    70 | 1.16e+06  | C    | 104102.0990   -  119683.0821  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
                    |           6431.555 |       | 5.1e+04   | D    | 105617.2700   -  121161.3135  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |               T1218n |         |
                    |           6466.552 |       | 1.5e+05   | D    | 107054.2720   -  122514.192   | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |               T1218n |         |
                    |           6481.145 |       | 9.4e+04   | D    | 107054.2720   -  122479.3820  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           6493.969 |       | 3.1e+04   | D    | 105617.2700   -  121011.9198  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |               T1164n |         |
                    |           6513.846 |       | 5.4e+04   | D    | 107131.7086   -  122479.3820  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |               T1164n |         |
           6538.112 |           6538.112 |    15 | 1.1e+05   | D+   | 105462.7596   -  120753.4714  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<1/2>).4d  | 2[5/2]* | 3   |    |               T1218n |  L2634  |
                    |           6596.113 |       | 2.3e+04   | D    | 105462.7596   -  120619.0162  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |               T1164n |         |
                    |           6598.678 |       | 3.6e+04   | D    | 107289.7001   -  122440.0672  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |               T1164n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           6604.011 |       | 2.8e+05   | D+   | 105462.7596   -  120600.8905  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |               T1218n |         |
           6604.853 |           6604.853 |    15 | 1.3e+04   | D    | 105617.2700   -  120753.4714  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).4d  | 2[5/2]* | 3   |    |               T1218n |  L2634  |
                    |           6632.084 |       | 5.3e+04   | D    | 106087.2598   -  121161.3135  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |               T1218n |         |
                    |           6656.938 |       | 3.1e+04   | D    | 107496.4166   -  122514.192   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |               T1164n |         |
           6660.676 |           6660.677 |     5 | 7.8e+05   | D    | 106087.2598   -  121096.605   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 0   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           6664.051 |           6664.051 |     5 | 1.5e+05   | D+   | 105617.2700   -  120619.0162  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |               T1218n |  L2634  |
           6677.282 |           6677.281 |   100 | 2.36e+05  | C    |  93750.5978   -  108722.6194  | 3s2.3p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 3s2.3p5.(2P*<1/2>).4p  | 2[1/2]  | 0   |    |               T1242n |  L2634  |
                    |           6684.788 |       | 3.9e+04   | D    | 107131.7086   -  122086.9164  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |               T1218n |         |
                    |           6698.471 |       | 2.5e+04   | D    | 106087.2598   -  121011.9198  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |               T1218n |         |
                    |           6698.874 |       | 1.6e+05   | D+   | 106237.5518   -  121161.3135  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           6719.219 |       | 2.4e+05   | D    | 107054.2720   -  121932.8477  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |               T1218n |         |
                    |           6722.890 |       | 3.2e+04   | D    | 107289.7001   -  122160.1502  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[7/2]* | 3   |    |               T1218n |         |
           6752.834 |           6752.834 |   150 | 1.93e+06  | C    | 104102.0990   -  118906.6110  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).4d  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
                    |           6754.372 |       | 2.1e+05   | D    | 107131.7086   -  121932.8477  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |               T1218n |         |
           6756.163 |           6756.163 |     5 | 3.6e+05   | D+   | 107289.7001   -  122086.9164  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           6766.612 |           6766.611 |    15 | 4.0e+05   | D+   | 106237.5518   -  121011.9198  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |               T1218n |  L2634  |
                    |           6779.926 |       | 1.21e+05  | C    | 108722.6194   -  123467.9733  | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |               T1164n |         |
                    |           6818.289 |       | 2.0e+05   | D    | 107131.7086   -  121794.0988  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 0   |    |               T1218n |         |
                    |           6827.249 |       | 2.4e+05   | D    | 107289.7001   -  121932.8477  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |               T1218n |         |
                    |           6851.884 |       | 6.7e+04   | D    | 107496.4166   -  122086.9164  | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           6871.289 |           6871.289 |   150 | 2.78e+06  | C    | 104102.0990   -  118651.3950  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).4d  | 2[1/2]* | 1   |    |               T1218n |  L2634  |
           6879.582 |           6879.583 |     5 | 1.8e+05   | D+   | 106087.2598   -  120619.0162  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |               T1218n |  L2634  |
                    |           6887.088 |       | 1.3e+05   | D+   | 106237.5518   -  120753.4714  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).4d  | 2[5/2]* | 3   |    |               T1218n |         |
           6888.174 |           6888.174 |    10 | 2.5e+05   | D+   | 106087.2598   -  120600.8905  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
                    |           6925.009 |       | 1.2e+05   | D+   | 107496.4166   -  121932.8477  | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           6937.664 |           6937.664 |    50 | 3.08e+06  | C    | 104102.0990   -  118512.197   | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).4d  | 2[1/2]* | 0   |    |               T1218n |  L2634  |
           6951.478 |           6951.477 |     7 | 2.2e+05   | D    | 106237.5518   -  120619.0162  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |               T1218n |  L2634  |
           6960.250 |           6960.250 |     7 | 2.4e+05   | D    | 106237.5518   -  120600.8905  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
           6965.431 |           6965.430 | 10000 | 6.39e+06  | C    |  93143.7600   -  107496.4166  | 3s2.3p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 3s2.3p5.(2P*<1/2>).4p  | 2[1/2]  | 1   |    |               T1242n |  L2634  |
                    |           6992.212 |       | 7.5e+05   | D+   | 107496.4166   -  121794.0988  | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 0   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           7030.251 |           7030.251 |   150 | 2.67e+06  | C    | 105462.7596   -  119683.0821  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
           7067.218 |           7067.217 | 10000 | 3.80e+06  | C    |  93143.7600   -  107289.7001  | 3s2.3p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 3s2.3p5.(2P*<1/2>).4p  | 2[3/2]  | 2   |    |               T1242n |  L2634  |
           7068.736 |           7068.735 |   100 | 2.0e+06   | D+   | 105617.2700   -  119760.1725  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |               T1218n |  L2634  |
                    |           7086.705 |       | 1.5e+05   | D+   | 107054.2720   -  121161.3135  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |               T1218n |         |
           7107.478 |           7107.477 |    25 | 4.5e+05   | D+   | 105617.2700   -  119683.0821  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           7125.820 |           7125.820 |    25 | 6.0e+05   | D+   | 107131.7086   -  121161.3135  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |               T1218n |  L2634  |
           7147.042 |           7147.041 |  1000 | 6.25e+05  | C    |  93143.7600   -  107131.7086  | 3s2.3p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 3s2.3p5.(2P*<1/2>).4p  | 2[3/2]  | 1   |    |               T1242n |  L2634  |
           7158.839 |           7158.839 |    15 | 2.1e+06   | D+   | 107131.7086   -  121096.605   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 0   |    |               T1218n |  L2634  |
                    |           7162.557 |       | 5.8e+04   | D    | 107054.2720   -  121011.9198  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |               T1218n |         |
           7206.980 |           7206.980 |    70 | 2.48e+06  | C    | 107289.7001   -  121161.3135  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           7229.94  |       | 6.6e+04   | D    | 105617.2700   -  119444.83    | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).4d  | 2[5/2]* | 2   |    |               T1218n |         |
           7265.172 |           7265.17  |    15 | 1.7e+05   | D    | 106087.2598   -  119847.77    | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).4d  | 2[3/2]* | 1   |    |               T1218n |  L2634  |
           7270.664 |           7270.67  |     7 | 1.1e+05   | D    | 105462.7596   -  119212.87    | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).4d  | 2[7/2]* | 3   |    |               T1218n |  L2634  |
           7272.936 |           7272.935 |  2000 | 1.83e+06  | C    |  93750.5978   -  107496.4166  | 3s2.3p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 3s2.3p5.(2P*<1/2>).4p  | 2[1/2]  | 1   |    |               T1242n |  L2634  |
                    |           7285.443 |       | 1.2e+05   | D    | 107289.7001   -  121011.9198  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           7311.716 |           7311.716 |    35 | 1.7e+06   | D+   | 106087.2598   -  119760.1725  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |               T1218n |  L2634  |
           7316.005 |           7316.005 |    25 | 9.6e+05   | D+   | 107496.4166   -  121161.3135  | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |               T1218n |  L2634  |
           7350.814 |           7350.814 |     5 | 1.2e+06   | D+   | 107496.4166   -  121096.605   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 0   |    |               T1218n |  L2634  |
                    |           7353.175 |       | 2.1e+05   | E    | 106087.2598   -  119683.0821  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |                T1203 |         |
           7353.293 |           7353.30  |    70 | 9.6e+05   | D+   | 105617.2700   -  119212.87    | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).4d  | 2[7/2]* | 3   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           7372.118 |           7372.117 |   200 | 1.9e+06   | D+   | 105462.7596   -  119023.648   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).4d  | 2[7/2]* | 4   |    |               T1218n |  L2634  |
           7383.980 |           7383.980 | 10000 | 8.47e+06  | C    |  93750.5978   -  107289.7001  | 3s2.3p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 3s2.3p5.(2P*<1/2>).4p  | 2[3/2]  | 2   |    |               T1242n |  L2634  |
           7392.980 |           7392.980 |    20 | 7.2e+05   | D+   | 106237.5518   -  119760.1725  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |               T1218n |  L2634  |
           7412.337 |           7412.337 |    15 | 3.9e+05   | D+   | 107131.7086   -  120619.0162  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |               T1218n |  L2634  |
                    |           7422.312 |       | 6.6e+04   | D    | 107131.7086   -  120600.8905  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           7425.294 |           7425.294 |    10 | 3.1e+05   | D    | 107289.7001   -  120753.4714  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).4d  | 2[5/2]* | 3   |    |               T1218n |  L2634  |
           7435.368 |           7435.368 |    25 | 9.0e+05   | D+   | 106237.5518   -  119683.0821  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
           7436.297 |           7436.297 |    10 | 2.7e+05   | D    | 105462.7596   -  118906.6110  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).4d  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
                    |           7471.164 |       | 2.2e+04   | C    |  93750.5978   -  107131.7086  | 3s2.3p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 3s2.3p5.(2P*<1/2>).4p  | 2[3/2]  | 1   |    |               T1242n |         |
                    |           7484.33  |       | 3.4e+05   | D+   | 106087.2598   -  119444.83    | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).4d  | 2[5/2]* | 2   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           7503.869 |           7503.868 | 20000 | 4.45e+07  | C    |  95399.8276   -  108722.6194  | 3s2.3p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 3s2.3p5.(2P*<1/2>).4p  | 2[1/2]  | 0   |    |               T1242n |  L2634  |
                    |           7510.408 |       | 4.5e+05   | D    | 107289.7001   -  120600.8905  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |               T1164n |         |
           7514.652 |           7514.651 | 15000 | 4.02e+07  | C    |  93750.5978   -  107054.2720  | 3s2.3p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 3s2.3p5.(2P*<3/2>).4p  | 2[1/2]  | 0   |    |               T1242n |  L2634  |
                    |           7618.344 |       | 2.9e+05   | D    | 107496.4166   -  120619.0162  | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |               T1218n |         |
                    |           7628.882 |       | 2.9e+05   | D    | 107496.4166   -  120600.8905  | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           7635.106 |           7635.105 | 25000 | 2.45e+07  | C    |  93143.7600   -  106237.5518  | 3s2.3p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 3s2.3p5.(2P*<3/2>).4p  | 2[3/2]  | 2   |    |               T1242n |  L2634  |
                    |           7670.057 |       | 2.8e+05   | D    | 105617.2700   -  118651.3950  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).4d  | 2[1/2]* | 1   |    |               T1218n |         |
                    |           7704.82  |       | 6.3e+04   | D    | 106237.5518   -  119212.87    | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).4d  | 2[7/2]* | 3   |    |               T1218n |         |
           7723.761 |           7723.760 | 15000 | 5.18e+06  | C    |  93143.7600   -  106087.2598  | 3s2.3p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 3s2.3p5.(2P*<3/2>).4p  | 2[3/2]  | 1   |    |               T1242n |  L2634  |
           7724.207 |           7724.207 | 10000 | 1.17e+07  | C    |  94553.6652   -  107496.4166  | 3s2.3p5.(2P*<1/2>).4s | 2[1/2]* | 0   | 3s2.3p5.(2P*<1/2>).4p  | 2[1/2]  | 1   |    |               T1242n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           7798.561 |       | 8.7e+04   | D+   | 106087.2598   -  118906.6110  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).4d  | 2[3/2]* | 2   |    |               T1218n |         |
                    |           7868.194 |       | 3.50e+05  | C    | 107054.2720   -  119760.1725  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |               T1218n |         |
           7891.075 |           7891.075 |    10 | 9.5e+05   | C    | 106237.5518   -  118906.6110  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).4d  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
                    |           7916.442 |       | 1.2e+05   | D+   | 107131.7086   -  119760.1725  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |               T1218n |         |
           7948.176 |           7948.176 | 20000 | 1.86e+07  | C    |  94553.6652   -  107131.7086  | 3s2.3p5.(2P*<1/2>).4s | 2[1/2]* | 0   | 3s2.3p5.(2P*<1/2>).4p  | 2[3/2]  | 1   |    |               T1242n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
