----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
          Observed  |            Ritz    |  Rel. |    Aki    | Acc. |        Ei           Ek        |              Lower level              |              Upper level               |Type|                  TP  |   Line  |
         Wavelength |         Wavelength |  Int. |    s^-1   |      |      (cm-1)       (cm-1)      |---------------------------------------|----------------------------------------|    |                 Ref. |   Ref.  |
          Air  (Å)  |          Air  (Å)  |  (?)  |           |      |                               | Conf.                 | Term    | J   | Conf.                  | Term    | J   |    |                      |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5214.774 |       | 2.1e+05   | D    | 105617.2700   -  124788.22    | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).7d  | 2[3/2]* | 1   |    |               T1164n |         |
                    |           5216.300 |       | 1.3e+05   | D    | 105617.2700   -  124782.61    | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).9s  | 2[3/2]* | 1   |    |               T1164n |         |
           5221.271 |           5221.270 |     7 | 8.8e+05   | D    | 105462.7596   -  124609.856   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).7d  | 2[7/2]* | 4   |    |               T1164n |  L2634  |
                    |           5241.093 |       | 1.3e+05   | D    | 105617.2700   -  124691.951   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).7d  | 2[5/2]* | 2   |    |               T1164n |         |
                    |           5246.198 |       | 1.2e+05   | E    | 106237.5518   -  125293.67    | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).8d  | 2[5/2]* | 3   |    |               T1164n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5249.165 |       | 7.9e+04   | E    | 106237.5518   -  125282.90    | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).8d  | 2[3/2]* | 2   |    |               T1164n |         |
                    |           5252.787 |       | 5.4e+05   | D    | 105617.2700   -  124649.485   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).7d  | 2[7/2]* | 3   |    |               T1164n |         |
                    |           5254.471 |       | 3.6e+05   | E    | 106087.2598   -  125113.376   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).6d  | 2[5/2]* | 2   |    |               T1164n |         |
                    |           5286.069 |       | 9.6e+04   | E    | 106237.5518   -  125149.937   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).6d  | 2[5/2]* | 3   |    |               T1164n |         |
                    |           5290.015 |       | 9.0e+04   | E    | 106237.5518   -  125135.831   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).8d  | 2[1/2]* | 1   |    |               T1164n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5309.513 |       | 1.2e+05   | E    | 106237.5518   -  125066.432   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |               T1164n |         |
                    |           5317.715 |       | 2.6e+05   | E    | 107289.7001   -  126089.54    | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).7d  | 2[5/2]* | 3   |    |               T1164n |         |
                    |           5373.494 |       | 2.7e+05   | D    | 106087.2598   -  124691.951   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).7d  | 2[5/2]* | 2   |    |               T1164n |         |
                    |           5393.979 |       | 9.6e+04   | D    | 106237.5518   -  124771.59    | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).9s  | 2[3/2]* | 2   |    |               T1164n |         |
                    |           5410.475 |       | 2.0e+05   | D    | 106237.5518   -  124715.081   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).7d  | 2[5/2]* | 3   |    |               T1164n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           5421.352 |           5421.351 |     5 | 6.0e+05   | D    | 105462.7596   -  123903.220   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 2   |    |               T1164n |  L2634  |
                    |           5439.989 |       | 1.9e+05   | D+   | 104102.0990   -  122479.3820  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |               T1218n |         |
                    |           5442.246 |       | 9.3e+04   | D    | 105462.7596   -  123832.419   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 3   |    |               T1164n |         |
           5451.652 |           5451.652 |    10 | 4.7e+05   | D+   | 104102.0990   -  122440.0672  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
                    |           5457.416 |       | 3.6e+05   | D    | 105617.2700   -  123935.870   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5459.651 |       | 3.8e+04   | D    | 105462.7596   -  123773.8614  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).6d  | 2[7/2]* | 3   |    |               T1218n |         |
                    |           5467.160 |       | 7.6e+04   | D    | 105617.2700   -  123903.220   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 2   |    |               T1218n |         |
                    |           5473.451 |       | 2.0e+05   | D    | 105617.2700   -  123882.203   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |               T1218n |         |
                    |           5490.120 |       | 8.5e+04   | D    | 105617.2700   -  123826.750   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |               T1164n |         |
                    |           5492.080 |       | 5.6e+05   | E    | 107131.7086   -  125334.69    | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).8s  | 2[1/2]* | 0   |    |               T1164n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           5495.874 |           5495.873 |    25 | 1.69e+06  | C    | 105462.7596   -  123653.177   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).6d  | 2[7/2]* | 4   |    |               T1218n |  L2634  |
           5506.113 |           5506.112 |     5 | 3.6e+05   | D+   | 105617.2700   -  123773.8614  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[7/2]* | 3   |    |               T1218n |  L2634  |
                    |           5524.957 |       | 1.7e+05   | D+   | 105462.7596   -  123557.4227  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 3   |    |               T1218n |         |
                    |           5528.961 |       | 1.2e+05   | E    | 107054.2720   -  125135.831   | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).8d  | 2[1/2]* | 1   |    |               T1164n |         |
                    |           5534.479 |       | 2.7e+05   | D+   | 107289.7001   -  125353.23    | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).8s  | 2[1/2]* | 1   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5540.860 |       | 4.1e+04   | D    | 105462.7596   -  123505.4896  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |               T1218n |         |
                    |           5552.741 |       | 7.9e+04   | E    | 107131.7086   -  125135.831   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).8d  | 2[1/2]* | 1   |    |               T1164n |         |
           5558.702 |           5558.702 |    25 | 1.42e+06  | C    | 104102.0990   -  122086.9164  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
                    |           5559.676 |       | 2.2e+05   | D+   | 107131.7086   -  125113.376   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).6d  | 2[5/2]* | 2   |    |               T1218n |         |
           5572.541 |           5572.541 |    10 | 6.6e+05   | C    | 105617.2700   -  123557.4227  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 3   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5574.228 |       | 4.6e+04   | D    | 107131.7086   -  125066.432   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |               T1218n |         |
                    |           5581.871 |       | 5.6e+04   | D+   | 105462.7596   -  123372.9253  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |               T1218n |         |
                    |           5588.720 |       | 1.5e+05   | D+   | 105617.2700   -  123505.4896  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |               T1218n |         |
                    |           5597.476 |       | 4.2e+05   | E    | 107289.7001   -  125149.937   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).6d  | 2[5/2]* | 3   |    |               T1164n |         |
           5606.733 |           5606.733 |    35 | 2.20e+06  | C    | 104102.0990   -  121932.8477  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5618.014 |       | 2.1e+05   | D    | 106087.2598   -  123882.203   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |               T1218n |         |
                    |           5620.921 |       | 3.6e+05   | D    | 106087.2598   -  123873.000   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 0   |    |               T1218n |         |
                    |           5623.770 |       | 1.4e+05   | D    | 107289.7001   -  125066.432   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |               T1218n |         |
                    |           5635.576 |       | 9.6e+04   | D    | 106087.2598   -  123826.750   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |               T1164n |         |
                    |           5637.34  |       | 9.1e+04   | D    | 107054.2720   -  124788.22    | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).7d  | 2[3/2]* | 1   |    |               T1164n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5639.12  |       | 2.1e+05   | D    | 107054.2720   -  124782.61    | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).9s  | 2[3/2]* | 1   |    |               T1164n |         |
                    |           5641.376 |       | 8.7e+04   | D    | 106087.2598   -  123808.513   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |               T1164n |         |
                    |           5648.687 |       | 1.2e+05   | D    | 106237.5518   -  123935.870   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |               T1218n |         |
           5650.704 |           5650.704 |    20 | 3.20e+06  | C    | 104102.0990   -  121794.0988  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 0   |    |               T1218n |  L2634  |
                    |           5659.127 |       | 2.6e+05   | D    | 106237.5518   -  123903.220   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 2   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5681.899 |       | 2.0e+05   | D    | 106237.5518   -  123832.419   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 3   |    |               T1218n |         |
                    |           5683.730 |       | 2.0e+05   | D    | 106237.5518   -  123826.750   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |               T1218n |         |
                    |           5700.872 |       | 5.9e+05   | D    | 106237.5518   -  123773.8614  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[7/2]* | 3   |    |               T1218n |         |
                    |           5712.504 |       | 8.7e+04   | D    | 107054.2720   -  124554.874   | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).7d  | 2[1/2]* | 1   |    |               T1164n |         |
           5739.520 |           5739.519 |    10 | 8.7e+05   | D    | 106087.2598   -  123505.4896  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5772.114 |       | 2.0e+05   | D    | 106237.5518   -  123557.4227  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 3   |    |               T1218n |         |
                    |           5774.008 |       | 1.1e+05   | D    | 107289.7001   -  124603.890   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).7d  | 2[3/2]* | 2   |    |               T1218n |         |
                    |           5783.536 |       | 8.1e+04   | D    | 106087.2598   -  123372.9253  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |               T1218n |         |
                    |           5789.474 |       | 4.6e+04   | D    | 106237.5518   -  123505.4896  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |               T1218n |         |
                    |           5790.401 |       | 3.4e+04   | D    | 107289.7001   -  124554.874   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).7d  | 2[1/2]* | 1   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5802.080 |       | 4.2e+05   | D    | 106237.5518   -  123467.9733  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |               T1218n |         |
           5834.263 |           5834.264 |     5 | 5.2e+05   | C    | 106237.5518   -  123372.9253  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |        T1218n,T1164n |  L2634  |
                    |           5843.779 |       | 3.3e+04   | D    | 107496.4166   -  124603.890   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).7d  | 2[3/2]* | 2   |    |               T1218n |         |
           5860.310 |           5860.310 |    10 | 2.85e+05  | C    | 104102.0990   -  121161.3135  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |        T1218n,T1164n |  L2634  |
           5882.624 |           5882.624 |    15 | 1.23e+06  | C    | 104102.0990   -  121096.605   | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).6s  | 2[1/2]* | 0   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           5888.584 |           5888.584 |    25 | 1.29e+06  | C    | 105462.7596   -  122440.0672  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
           5912.085 |           5912.085 |    50 | 1.05e+06  | C    | 104102.0990   -  121011.9198  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |        T1218n,T1164n |  L2634  |
                    |           5916.598 |       | 5.9e+04   | D    | 105617.2700   -  122514.192   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |               T1218n |         |
                    |           5927.125 |       | 3.7e+04   | D+   | 105462.7596   -  122329.672   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 3   |    |               T1218n |         |
           5928.813 |           5928.812 |    15 | 1.1e+06   | D+   | 105617.2700   -  122479.3820  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5940.855 |       | 1.2e+05   | D    | 107054.2720   -  123882.203   | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |               T1218n |         |
           5942.669 |           5942.668 |     5 | 1.8e+05   | D    | 105617.2700   -  122440.0672  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |               T1218n |  L2634  |
                    |           5943.888 |       | 3.6e+04   | D    | 105462.7596   -  122282.104   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 2   |    |               T1218n |         |
                    |           5949.259 |       | 1.5e+05   | D    | 107131.7086   -  123935.870   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |               T1218n |         |
                    |           5964.48  |       | 7.7e+04   | D    | 107054.2720   -  123815.56    | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 1   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5968.320 |       | 1.8e+05   | D    | 107131.7086   -  123882.203   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |               T1218n |         |
                    |           5971.601 |       | 1.1e+06   | D+   | 107131.7086   -  123873.000   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 0   |    |               T1218n |         |
                    |           5981.923 |       | 1.2e+04   | D    | 105617.2700   -  122329.672   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 3   |    |               T1218n |         |
           5987.302 |           5987.301 |     7 | 1.2e+05   | D    | 105462.7596   -  122160.1502  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).5d  | 2[7/2]* | 3   |    |               T1218n |  L2634  |
                    |           5988.144 |       | 6.1e+04   | D    | 107131.7086   -  123826.750   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           5994.692 |       | 2.6e+04   | D    | 107131.7086   -  123808.513   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |               T1164n |         |
           5998.999 |           5998.998 |     5 | 1.4e+05   | D    | 105617.2700   -  122282.104   | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 2   |    |               T1218n |  L2634  |
                    |           6005.725 |       | 1.4e+05   | D+   | 107289.7001   -  123935.870   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |               T1218n |         |
                    |           6013.677 |       | 1.4e+05   | D+   | 105462.7596   -  122086.9164  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |               T1218n |         |
           6025.150 |           6025.150 |     5 | 9.0e+05   | D+   | 107289.7001   -  123882.203   | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |               T1218n |  L2634  |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
           6032.127 |           6032.127 |    70 | 2.46e+06  | C    | 105462.7596   -  122036.0704  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).5d  | 2[7/2]* | 4   |    |        T1218n,T1164n |  L2634  |
           6043.223 |           6043.223 |    35 | 1.47e+06  | C    | 105617.2700   -  122160.1502  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[7/2]* | 3   |    |               T1218n |  L2634  |
           6052.723 |           6052.723 |    10 | 1.9e+05   | D+   | 104102.0990   -  120619.0162  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |               T1218n |  L2634  |
           6059.372 |           6059.372 |    20 | 4.2e+05   | C    | 104102.0990   -  120600.8905  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |        T1218n,T1164n |  L2634  |
                    |           6064.750 |       | 5.8e+04   | D    | 107289.7001   -  123773.8614  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6d  | 2[7/2]* | 3   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           6081.244 |       | 7.5e+04   | D    | 107496.4166   -  123935.870   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |               T1218n |         |
                    |           6085.879 |       | 9.0e+03   |      | 106087.2598   -  122514.192   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |               T1218n |         |
                    |           6090.785 |       | 3.0e+05   | D    | 107054.2720   -  123467.9733  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |               T1218n |         |
           6098.803 |           6098.803 |     7 | 5.2e+05   | D+   | 106087.2598   -  122479.3820  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |               T1218n |  L2634  |
                    |           6101.161 |       | 3.3e+05   | D+   | 107496.4166   -  123882.203   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |               T1218n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           6104.590 |       | 3.4e+05   | D    | 107496.4166   -  123873.000   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 0   |    |               T1218n |         |
           6105.635 |           6105.635 |    10 | 1.21e+06  | C    | 107131.7086   -  123505.4896  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |               T1218n |  L2634  |
                    |           6113.466 |       | 4.7e+04   | D+   | 106087.2598   -  122440.0672  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |               T1218n |         |
                    |           6119.656 |       | 5.1e+04   | D+   | 107131.7086   -  123467.9733  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |               T1218n |         |
                    |           6121.879 |       | 1.3e+04   | D    | 107496.4166   -  123826.750   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |               T1164n |         |
                    |                    |       |           |      |                               |                       |         |     |                        |         |     |    |                      |         |
                    |           6127.416 |       | 1.1e+05   | D+   | 105617.2700   -  121932.8477  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |               T1218n |         |
                    |           6128.724 |       | 8.6e+04   | D    | 107496.4166   -  123808.513   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 3s2.3p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |               T1164n |         |
           6145.441 |           6145.441 |    10 | 7.6e+05   | C    | 107289.7001   -  123557.4227  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 3   |    |               T1218n |  L2634  |
                    |           6155.238 |       | 5.1e+05   | D    | 106237.5518   -  122479.3820  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |               T1218n |         |
