---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |             Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek        |              Lower level              |              Upper level               |Type|        TP  |   Line  |
          Wavelength |          Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)      |---------------------------------------|----------------------------------------|    |       Ref. |   Ref.  |
           Air  (Å)  |           Air  (Å)  |   (?)  |           |      |                               | Conf.                 | Term    | J   | Conf.                  | Term    | J   |    |            |         |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4472.246  |           4472.22+  |    10* |           |      | 150772.1118   -  173126.12    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).13s | 2[3/2]* | 2   |    |            |  L3469  |
           4472.246  |           4472.272+ |    10* |           |      | 150121.5922   -  172475.321   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).10s | 2[3/2]* | 2   |    |            |  L3469  |
           4475.131  |           4475.145+ |     50 |           |      | 150121.5922   -  172460.966   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).7d  | 2[3/2]* | 1   |    |            |  L3469  |
           4475.656  |           4475.654+ |   1000 |           |      | 150121.5922   -  172458.427   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).7d  | 2[5/2]* | 2   |    |            |  L7292  |
           4480.823  |           4480.83+  |    150 |           |      | 151038.4524   -  173349.51    | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).9d  | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4483.190  |           4483.1961+|   1500 |           |      | 148257.7898   -  170557.0484  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |            |  L7292  |
           4488.0926 |           4488.0933+|   3000 |           |      | 148257.7898   -  170532.7169  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |            |  L3451  |
           4491.7716 |           4491.770+ |    800 |           |      | 149824.2215   -  172080.915   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).9s  | 2[3/2]* | 1   |    |            |  L4498  |
           4491.838  |           4491.84+  |    500 |           |      | 150315.8612   -  172572.22    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).9d  | 2[5/2]* | 3   |    |            |  L3469  |
           4492.132  |           4492.12+  |     50 |           |      | 150315.8612   -  172570.83    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).9d  | 2[3/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4492.412  |           4492.41+  |    300 |           |      | 150315.8612   -  172569.40    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).9d  | 2[3/2]* | 2   |    |            |  L3469  |
           4492.689  |           4492.673+ |    150 |           |      | 150315.8612   -  172568.083   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).9d  | 2[7/2]* | 3   |    |            |  L3469  |
           4493.108  |           4493.11+  |     50 |           |      | 150315.8612   -  172565.93    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).9d  | 2[1/2]* | 1   |    |            |  L3469  |
           4493.699  |           4493.694+ |    500 |           |      | 149824.2215   -  172071.389   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).9s  | 2[3/2]* | 2   |    |            |  L3469  |
           4499.000  |           4498.98+  |     20 |           |      | 151038.4524   -  173259.46    | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).10s | 2[1/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4499.843  |           4499.82+  |    50* |           |      | 150772.1118   -  172988.99    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).8d  | 2[3/2]* | 1   |    |            |  L3469  |
           4499.843  |           4499.84+  |    50* |           |      | 151038.4524   -  173255.24    | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).10s | 2[1/2]* | 0   |    |            |  L3469  |
           4500.182  |           4500.182+ |    500 |           |      | 150772.1118   -  172987.204   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).8d  | 2[5/2]* | 2   |    |            |  L7292  |
           4510.170  |           4510.1537+|    150 |           |      | 150315.8612   -  172481.8376  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).10s | 2[3/2]* | 1   |    |            |  L3469  |
           4511.509  |           4511.480+ |   200* |           |      | 150315.8612   -  172475.321   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).10s | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4511.509  |           4511.48+  |   200* |           |      | 150858.5079   -  173017.98    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).11d | 2[1/2]* | 1   |    |            |  L3469  |
           4514.891  |           4514.884+ |    700 |           |      | 150315.8612   -  172458.613   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).7d  | 2[5/2]* | 3   |    |            |  L3469  |
           4515.022  |           4515.045+ |     20 |           |      | 150315.8612   -  172457.823   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).7d  | 2[3/2]* | 2   |    |            |  L3469  |
           4515.411  |           4515.415+ |    300 |           |      | 150121.5922   -  172261.741   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).8s  | 2[1/2]* | 1   |    |            |  L3469  |
           4516.936  |           4516.934+ |    500 |           |      | 150121.5922   -  172254.295   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).8s  | 2[1/2]* | 0   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4517.736  |           4517.736+ |   1000 |           |      | 150858.5079   -  172987.283   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).8d  | 2[5/2]* | 3   |    |            |  L7292  |
           4525.764  |           4525.766+ |    700 |           |      | 150121.5922   -  172211.107   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).8d  | 2[5/2]* | 2   |    |            |  L7292  |
           4526.177  |           4526.17+  |    500 |           |      | 150121.5922   -  172209.15    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).8d  | 2[3/2]* | 1   |    |            |  L3469  |
           4526.685  |           4526.71+  |   150* |           |      | 150772.1118   -  172857.00    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).9s  | 2[1/2]* | 1   |    |            |  L3469  |
           4526.685  |           4526.654+ |   150* |           |      | 150121.5922   -  172206.770   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).8d  | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4527.725  |           4527.71+  |    150 |           |      | 150772.1118   -  172852.13    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).9s  | 2[1/2]* | 0   |    |            |  L3469  |
           4527.973  |           4527.97+  |     10 |           |      | 150121.5922   -  172200.33    | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).8d  | 2[1/2]* | 0   |    |            |  L3469  |
           4529.476  |           4529.45+  |    300 |           |      | 150917.4307   -  172988.99    | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).8d  | 2[3/2]* | 1   |    |            |  L3469  |
           4532.395  |           4532.40+  |     10 |           |      | 150772.1118   -  172829.30    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).10d | 2[3/2]* | 1   |    |            |  L3469  |
           4536.3003 |           4536.2996+|   1500 | 5.0e+05   | D    | 148257.7898   -  170296.0099  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 1   |    |      T8043 |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4537.6768 |           4537.6762+|   3000 |           |      | 148257.7898   -  170289.3243  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5d  | 2[5/2]* | 2   |    |            |  L4498  |
           4537.7545 |           4537.7551+|  10000 |           |      | 148257.7898   -  170288.9415  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 2   |    |            |  L3451  |
           4538.3026 |           4538.301+ |   3000 |           |      | 149657.0392   -  171685.542   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).7d  | 2[5/2]* | 3   |    |            |  L4498  |
           4539.168  |           4539.165+ |    500 |           |      | 149657.0392   -  171681.348   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 2   |    |            |  L3469  |
           4540.3801 |           4540.379+ |    500 |           |      | 149657.0392   -  171675.459   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).7d  | 2[7/2]* | 4   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4544.502  |           4544.49+  |    500 |           |      | 150858.5079   -  172857.00    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).9s  | 2[1/2]* | 1   |    |            |  L3469  |
           4545.729  |           4545.73+  |     10 |           |      | 150772.1118   -  172764.60    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).11s | 2[3/2]* | 1   |    |            |  L3469  |
           4547.218  |           4547.1962+|    100 |           |      | 149657.0392   -  171642.4494  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<1/2>).6d  | 2[5/2]* | 3   |    |            |  L3469  |
           4547.728  |           4547.7082+|    150 |           |      | 149657.0392   -  171639.9741  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |            |  L3469  |
           4550.640  |           4550.63+  |     10 |           |      | 150858.5079   -  172827.35    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).10d | 2[7/2]* | 3   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4552.598  |           4552.598+ |    300 |           |      | 150121.5922   -  172080.915   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).9s  | 2[3/2]* | 1   |    |            |  L7292  |
           4554.415  |           4554.42+  |    100 |           |      | 151038.4524   -  172988.99    | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).8d  | 2[3/2]* | 1   |    |            |  L3469  |
           4554.561  |           4554.574+ |     50 |           |      | 150121.5922   -  172071.389   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).9s  | 2[3/2]* | 2   |    |            |  L3469  |
           4554.824  |           4554.82+  |    400 |           |      | 151038.4524   -  172987.07    | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).8d  | 2[3/2]* | 2   |    |            |  L3469  |
           4555.392  |           4555.387+ |    300 |           |      | 150315.8612   -  172261.741   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).8s  | 2[1/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4556.698  |           4556.70+  |     20 |           |      | 150917.4307   -  172857.00    | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).9s  | 2[1/2]* | 1   |    |            |  L3469  |
           4562.449  |           4562.46+  |     10 |           |      | 150917.4307   -  172829.30    | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).10d | 2[3/2]* | 1   |    |            |  L3469  |
           4565.888  |           4565.889+ |    600 |           |      | 150315.8612   -  172211.266   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).8d  | 2[5/2]* | 3   |    |            |  L7292  |
           4566.830  |           4566.826+ |    400 |           |      | 150315.8612   -  172206.770   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).8d  | 2[3/2]* | 2   |    |            |  L3469  |
           4567.139  |           4567.139+ |    150 |           |      | 150315.8612   -  172205.272   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).8d  | 2[7/2]* | 3   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4567.845  |           4567.847+ |    100 |           |      | 150315.8612   -  172201.878   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).8d  | 2[1/2]* | 1   |    |            |  L3469  |
           4573.0609 |           4573.060+ |     50 |           |      | 149824.2215   -  171685.289   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[5/2]* | 2   |    |            |  L4498  |
           4573.557  |           4573.557+ |    500 |           |      | 149824.2215   -  171682.914   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 1   |    |            |  L3469  |
           4573.898  |           4573.885+ |    300 |           |      | 149824.2215   -  171681.348   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 2   |    |            |  L3469  |
           4575.0620 |           4575.061+ |   3000 |           |      | 149824.2215   -  171675.728   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[7/2]* | 3   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4575.858  |           4575.857+ |    200 |           |      | 149824.2215   -  171671.928   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[1/2]* | 1   |    |            |  L3469  |
           4582.035  |           4582.0397+|   1500 |           |      | 149824.2215   -  171642.4494  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).6d  | 2[5/2]* | 3   |    |            |  L7292  |
           4582.105  |           4582.1009+|    150 |           |      | 149824.2215   -  171642.1580  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).6d  | 2[5/2]* | 2   |    |            |  L3469  |
           4582.4521 |           4582.451+ |   1500 |           |      | 149657.0392   -  171473.311   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).8s  | 2[3/2]* | 2   |    |            |  L3451  |
           4582.556  |           4582.5596+|    150 |           |      | 149824.2215   -  171639.9741  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4582.980  |           4583.00+  |     50 |           |      | 151038.4524   -  172852.13    | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).9s  | 2[1/2]* | 0   |    |            |  L3469  |
           4585.876  |           4585.87+  |    100 |           |      | 150772.1118   -  172572.12    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).9d  | 2[5/2]* | 2   |    |            |  L3469  |
           4586.145  |           4586.14+  |     20 |           |      | 150772.1118   -  172570.83    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).9d  | 2[3/2]* | 1   |    |            |  L3469  |
           4593.243  |           4593.234+ |    500 |           |      | 150315.8612   -  172080.915   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).9s  | 2[3/2]* | 1   |    |            |  L3469  |
           4595.249  |           4595.245+ |    500 |           |      | 150315.8612   -  172071.389   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).9s  | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4604.095  |           4604.10+  |    150 |           |      | 150858.5079   -  172572.22    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).9d  | 2[5/2]* | 3   |    |            |  L3469  |
           4604.680  |           4604.69+  |     10 |           |      | 150858.5079   -  172569.40    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).9d  | 2[3/2]* | 2   |    |            |  L3469  |
           4604.938  |           4604.9404+|     50 |           |      | 150772.1118   -  172481.8376  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).10s | 2[3/2]* | 1   |    |            |  L3469  |
           4609.365  |           4609.372+ |    300 |           |      | 150772.1118   -  172460.966   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).7d  | 2[3/2]* | 1   |    |            |  L3469  |
           4609.910  |           4609.912+ |   1500 |           |      | 150772.1118   -  172458.427   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).7d  | 2[5/2]* | 2   |    |            |  L7292  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4614.391  |           4614.391+ |   1000 |           |      | 149824.2215   -  171489.486   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |            |  L7292  |
           4616.911  |           4616.92+  |     50 |           |      | 150917.4307   -  172570.83    | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).9d  | 2[3/2]* | 1   |    |            |  L3469  |
           4617.837  |           4617.838+ |    700 |           |      | 149824.2215   -  171473.311   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).8s  | 2[3/2]* | 2   |    |            |  L7292  |
           4627.799  |           4627.807+ |     20 |           |      | 150858.5079   -  172460.966   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).7d  | 2[3/2]* | 1   |    |            |  L3469  |
           4628.3113 |           4628.311+ |   1500 |           |      | 150858.5079   -  172458.613   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).7d  | 2[5/2]* | 3   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4628.460  |           4628.480+ |    300 |           |      | 150858.5079   -  172457.823   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).7d  | 2[3/2]* | 2   |    |            |  L3469  |
           4636.125  |           4636.125+ |    700 |           |      | 150121.5922   -  171685.289   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[5/2]* | 2   |    |            |  L7292  |
           4636.6362 |           4636.636+ |    700 |           |      | 150121.5922   -  171682.914   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 1   |    |            |  L4498  |
           4636.974  |           4636.973+ |    500 |           |      | 150121.5922   -  171681.348   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 2   |    |            |  L3469  |
           4639.591  |           4639.593+ |    300 |           |      | 150121.5922   -  171669.172   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[1/2]* | 0   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4640.443  |           4640.464+ |    700 |           |      | 150917.4307   -  172460.966   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).7d  | 2[3/2]* | 1   |    |            |  L3469  |
           4643.182  |           4643.18+  |     50 |           |      | 151038.4524   -  172569.40    | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).9d  | 2[3/2]* | 2   |    |            |  L3469  |
           4643.931  |           4643.93+  |     20 |           |      | 151038.4524   -  172565.93    | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).9d  | 2[1/2]* | 1   |    |            |  L3469  |
           4644.833  |           4644.829+ |    400 |           |      | 150121.5922   -  171644.882   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 1   |    |            |  L3469  |
           4645.4180 |           4645.4172+|   3000 |           |      | 150121.5922   -  171642.1580  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).6d  | 2[5/2]* | 2   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4645.885  |           4645.8887+|     10 |           |      | 150121.5922   -  171639.9741  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |            |  L3469  |
           4649.904  |           4649.9065+|    700 |           |      | 149824.2215   -  171324.0107  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |            |  L7292  |
           4652.101  |           4652.105+ |    300 |           |      | 150772.1118   -  172261.741   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).8s  | 2[1/2]* | 1   |    |            |  L3469  |
           4653.699  |           4653.717+ |    500 |           |      | 150772.1118   -  172254.295   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).8s  | 2[1/2]* | 0   |    |            |  L3469  |
           4656.3936 |           4656.3926+|   3000 |           |      | 148257.7898   -  169727.6312  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).6s  | 2[1/2]* | 1   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4661.1054 |           4661.1046+|   1500 |           |      | 148257.7898   -  169705.9275  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).6s  | 2[1/2]* | 0   |    |            |  L3451  |
           4663.092  |           4663.092+ |    400 |           |      | 150772.1118   -  172211.107   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).8d  | 2[5/2]* | 2   |    |            |  L3469  |
           4663.518  |           4663.52+  |    200 |           |      | 150772.1118   -  172209.15    | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).8d  | 2[3/2]* | 1   |    |            |  L3469  |
           4666.654  |           4666.680+ |    500 |           |      | 151038.4524   -  172460.966   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).7d  | 2[3/2]* | 1   |    |            |  L3469  |
           4667.3643 |           4667.365+ |   1000 |           |      | 151038.4524   -  172457.823   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).7d  | 2[3/2]* | 2   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4670.884  |           4670.884+ |    700 |           |      | 150858.5079   -  172261.741   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).8s  | 2[1/2]* | 1   |    |            |  L7292  |
           4678.218  |           4678.218+ |   3000 |           |      | 150315.8612   -  171685.542   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[5/2]* | 3   |    |            |  L7292  |
           4678.6107 |           4678.609+ |    500 |           |      | 150121.5922   -  171489.486   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |            |  L4498  |
           4679.135  |           4679.136+ |   1500 |           |      | 150315.8612   -  171681.348   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 2   |    |            |  L7292  |
           4680.3670 |           4680.367+ |   1000 |           |      | 150315.8612   -  171675.728   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[7/2]* | 3   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4681.200  |           4681.200+ |    500 |           |      | 150315.8612   -  171671.928   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[1/2]* | 1   |    |            |  L3469  |
           4681.930  |           4681.925+ |    200 |           |      | 150858.5079   -  172211.266   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).8d  | 2[5/2]* | 3   |    |            |  L3469  |
