---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |             Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek        |              Lower level              |              Upper level               |Type|        TP  |   Line  |
          Wavelength |          Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)      |---------------------------------------|----------------------------------------|    |       Ref. |   Ref.  |
           Air  (Å)  |           Air  (Å)  |   (?)  |           |      |                               | Conf.                 | Term    | J   | Conf.                  | Term    | J   |    |            |         |
           5507.3442 |           5507.3415+|    250 |           |      | 150772.1118   -  168924.6500  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |            |  L4498  |
           5511.176  |           5511.1760+|     30 |           |      | 149657.0392   -  167796.9475  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |            |  L3469  |
           5511.485  |           5511.4953+|    150 |           |      | 149657.0392   -  167795.8966  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<1/2>).4d  | 2[5/2]* | 3   |    |            |  L3469  |
           5520.63   |           5520.6299+|     30 |           |      | 150858.5079   -  168967.3526  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |            |  L7441  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5533.6788 |           5533.6791+|    750 |           |      | 150858.5079   -  168924.6500  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |            |  L3451  |
           5538.6510 |           5538.6518+|    500 |           |      | 150917.4307   -  168967.3526  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |            |  L3451  |
           5559.0978 |           5559.0956+|    350 |           |      | 149824.2215   -  167807.7649  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |            |  L4498  |
           5562.4416 |           5562.4415+|   1500 |           |      | 149824.2215   -  167796.9475  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |            |  L4498  |
           5562.7662 |           5562.7668+|   5000 |           |      | 149824.2215   -  167795.8966  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d  | 2[5/2]* | 3   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5563.0531 |           5563.0534+|    750 |           |      | 149824.2215   -  167794.9709  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |            |  L4498  |
           5576.0394 |           5576.0386+|    350 |           |      | 151038.4524   -  168967.3526  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |            |  L4498  |
           5585.905  |           5585.918+ |     50 |           |      | 152970.7328   -  170867.923   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 1   |    |            |  L3469  |
           5589.3472 |           5589.3514+|    500 |           |      | 151038.4524   -  168924.6500  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |            |  L4498  |
           5591.15   |           5591.1081+|     80 |           |      | 152970.7328   -  170851.3105  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |            |  L7441  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5652.5664 |           5652.566+ |    750 | 8.9e+05   | D    | 150121.5922   -  167807.7649  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |      T8043 |  L3451  |
           5656.0258 |           5656.025+ |    750 |           |      | 150121.5922   -  167796.9475  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |            |  L4498  |
           5656.6588 |           5656.658+ |   5000 |           |      | 150121.5922   -  167794.9709  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |            |  L3451  |
           5662.5489 |           5662.548+ |    750 | 6.9e+05   | D    | 148257.7898   -  165912.7861  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 1   |    |      T8043 |  L3451  |
           5684.647  |           5684.662+ |    250 |           |      | 152970.7328   -  170557.0484  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5689.8163 |           5689.816+ |   1500 |           |      | 148257.7898   -  165828.1766  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5s  | 2[3/2]* | 2   |    |            |  L3451  |
           5715.3409 |           5715.345+ |    350 |           |      | 150315.8612   -  167807.7649  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |            |  L4498  |
           5718.8798 |           5718.882+ |   1500 |           |      | 150315.8612   -  167796.9475  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |            |  L4498  |
           5719.2248 |           5719.226+ |   5000 |           |      | 150315.8612   -  167795.8966  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d  | 2[5/2]* | 3   |    |            |  L3451  |
           5719.5300 |           5719.528+ |    750 |           |      | 150315.8612   -  167794.9709  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5748.2985 |           5748.298+ |   5000 |           |      | 149657.0392   -  167048.6694  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).4d  | 2[5/2]* | 3   |    |            |  L3451  |
           5748.6446 |           5748.649+ |    700 |           |      | 149657.0392   -  167047.6082  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).4d  | 2[5/2]* | 2   |    |            |  L4498  |
           5760.5885 |           5760.588+ |    700 |           |      | 149657.0392   -  167011.5643  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).4d  | 2[3/2]* | 2   |    |            |  L3451  |
           5764.0525 |           5764.053+ |     30 |           |      | 149657.0392   -  167001.1327  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).4d  | 2[7/2]* | 3   |    |            |  L4498  |
           5764.4188 |           5764.419+ |   7000 |           |      | 149657.0392   -  167000.0317  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).4d  | 2[7/2]* | 4   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5770.3067 |           5770.313+ |    500 |           |      | 152970.7328   -  170296.0099  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).5d  | 2[3/2]* | 1   |    |            |  L4498  |
           5804.0900 |           5804.092+ |    750 |           |      | 149824.2215   -  167048.6694  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d  | 2[5/2]* | 3   |    |            |  L4498  |
           5804.4496 |           5804.450+ |   5000 |           |      | 149824.2215   -  167047.6082  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d  | 2[5/2]* | 2   |    |            |  L3451  |
           5811.4066 |           5811.406+ |   3000 |           |      | 149824.2215   -  167026.9923  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d  | 2[3/2]* | 1   |    |            |  L3451  |
           5816.6219 |           5816.622+ |    500 |           |      | 149824.2215   -  167011.5643  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d  | 2[3/2]* | 2   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5820.1558 |           5820.155+ |   5000 |           |      | 149824.2215   -  167001.1327  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d  | 2[7/2]* | 3   |    |            |  L3451  |
           5828.9063 |           5828.907+ |    750 |           |      | 149824.2215   -  166975.3424  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d  | 2[1/2]* | 1   |    |            |  L4498  |
           5852.4878 |           5852.4879 |  20000 | 6.82e+07  | B    | 135888.7173   -  152970.7328  | 2s2.2p5.(2P*<1/2>).3s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).3p  | 2[1/2]  | 0   |    | T205n,T172 |  L7292  |
           5868.4165 |           5868.416+ |    750 | 1.4e+06   | D    | 150772.1118   -  167807.7649  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |      T8043 |  L4498  |
           5872.1450 |           5872.144+ |    750 |           |      | 150772.1118   -  167796.9475  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5872.8275 |           5872.826+ |   5000 |           |      | 150772.1118   -  167794.9709  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |            |  L3451  |
           5881.8950 |           5881.8952 |  10000 | 1.15e+07  | B    | 134041.8400   -  151038.4524  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).3p  | 2[1/2]  | 1   |    | T205n,T172 |  L7292  |
           5898.3287 |           5898.329+ |    200 |           |      | 150858.5079   -  167807.7649  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |            |  L4498  |
           5902.0944 |           5902.096+ |     30 |           |      | 150858.5079   -  167796.9475  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |            |  L4498  |
           5902.4623 |           5902.462+ |    500 |           |      | 150858.5079   -  167795.8966  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d  | 2[5/2]* | 3   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5902.7835 |           5902.785+ |     50 |           |      | 150858.5079   -  167794.9709  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |            |  L3451  |
           5906.4294 |           5906.428+ |    500 |           |      | 150121.5922   -  167047.6082  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[5/2]* | 2   |    |            |  L3451  |
           5913.633  |           5913.631+ |   2500 | 4.8e+06   | D    | 150121.5922   -  167026.9923  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[3/2]* | 1   |    |      T8043 |  L7292  |
           5918.9068 |           5918.906+ |   2500 |           |      | 150917.4307   -  167807.7649  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |            |  L3451  |
           5919.0290 |           5919.033+ |     80 |           |      | 150121.5922   -  167011.5643  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[3/2]* | 2   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5934.4522 |           5934.454+ |    750 |           |      | 150121.5922   -  166967.6752  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[1/2]* | 0   |    |            |  L4498  |
           5939.3154 |           5939.317+ |    500 |           |      | 149824.2215   -  166656.5114  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 1   |    |            |  L4498  |
           5944.8340 |           5944.8342 |   5000 | 1.13e+07  | C+   | 134041.8400   -  150858.5079  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).3p  | 2[3/2]  | 2   |    | T205n,T172 |  L7292  |
           5961.6228 |           5961.622+ |    700 | 3.3e+06   | D    | 151038.4524   -  167807.7649  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 1   |    |      T8043 |  L3451  |
           5965.4710 |           5965.470+ |   5000 |           |      | 151038.4524   -  167796.9475  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d  | 2[3/2]* | 2   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5966.1790 |           5966.174+ |    350 |           |      | 151038.4524   -  167794.9709  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d  | 2[5/2]* | 2   |    |            |  L4498  |
           5974.6273 |           5974.628+ |   5000 |           |      | 150315.8612   -  167048.6694  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d  | 2[5/2]* | 3   |    |            |  L3451  |
           5975.5343 |           5975.5340 |   6000 | 3.51e+06  | B    | 134041.8400   -  150772.1118  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).3p  | 2[3/2]  | 1   |    | T205n,T172 |  L7292  |
           5982.3753 |           5982.378+ |     80 |           |      | 150315.8612   -  167026.9923  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d  | 2[3/2]* | 1   |    |            |  L4498  |
           5987.9074 |           5987.907+ |   1500 |           |      | 150315.8612   -  167011.5643  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d  | 2[3/2]* | 2   |    |            |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           5991.6477 |           5991.650+ |    750 |           |      | 150315.8612   -  167001.1327  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d  | 2[7/2]* | 3   |    |            |  L4498  |
           6000.9275 |           6000.926+ |   1000 |           |      | 150315.8612   -  166975.3424  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d  | 2[1/2]* | 1   |    |            |  L3451  |
           6029.9968 |           6029.9969 |  10000 | 5.61e+06  | B    | 134459.2871   -  151038.4524  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 1   | 2s2.2p5.(2P*<1/2>).3p  | 2[1/2]  | 1   |    | T205n,T172 |  L7292  |
           6042.013  |           6041.988+ |    150 |           |      | 152970.7328   -  169516.9948  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |            |  L3469  |
           6046.1348 |           6046.133+ |    500 | 2.26e+05  | B    | 150121.5922   -  166656.5114  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 1   |    |      T8043 |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           6064.5359 |           6064.536+ |    500 |           |      | 150121.5922   -  166606.3370  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 0   |    |            |  L3451  |
           6074.3376 |           6074.3377 |  10000 | 6.03e+07  | C+   | 134459.2871   -  150917.4307  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).3p  | 2[1/2]  | 0   |    | T205n,T172 |  L7292  |
           6096.1630 |           6096.1631 |   3000 | 1.81e+07  | C+   | 134459.2871   -  150858.5079  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 1   | 2s2.2p5.(2P*<1/2>).3p  | 2[3/2]  | 2   |    | T205n,T172 |  L7292  |
           6118.0187 |           6118.014+ |    150 | 6.09e+05  | B    | 150315.8612   -  166656.5114  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).5s  | 2[1/2]* | 1   |    |      T8043 |  L4498  |
           6128.4498 |           6128.4499 |   1000 | 6.7e+05   | B    | 134459.2871   -  150772.1118  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 1   | 2s2.2p5.(2P*<1/2>).3p  | 2[3/2]  | 1   |    | T205n,T172 |  L3451  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           6142.508  |           6142.506+ |   1000 |           |      | 150772.1118   -  167047.6082  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d  | 2[5/2]* | 2   |    |            |  L3469  |
           6143.0627 |           6143.0626 |  10000 | 2.82e+07  | B    | 134041.8400   -  150315.8612  | 2s2.2p5.(2P*<3/2>).3s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).3p  | 2[3/2]  | 2   |    | T205n,T172 |  L7292  |
