-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                    Observed  |                      Ritz    |    Rel. |     Aki    | Acc. |             Ei           Ek             |     Lower level     |     Upper level     |Type|    TP  |      Line  |
                   Wavelength |                   Wavelength |    Int. |     s^-1   |      |           (cm-1)       (cm-1)           |---------------------|---------------------|    |   Ref. |      Ref.  |
                    Air  (Å)  |                    Air  (Å)  |    (?)  |            |      |                                         | Conf.  | Term | J   | Conf.  | Term | J   |    |        |            |
                              |                6562.867336   |         | 1.0775e+07 | AAA  | 82259.2850014      -   97492.319433     | 2p     | 2P*  | 3/2 | 3d     | 2D   | 3/2 |    |  T8637 |            |
                              |                6562.909442   |         | 4.2097e+06 | AAA  | 82259.2850014      -   97492.221701     | 2p     | 2P*  | 3/2 | 3s     | 2S   | 1/2 |    |  T8637 |            |
                8249.99       |                8249.974      |      90 |            |      | 97492.304          - [109610.2232]      | 3      |      |     | 40     |      |     |    |        |  L7400c29  |
                8252.29       |                8252.399      |      90 |            |      | 97492.304          - [109606.6628]      | 3      |      |     | 39     |      |     |    |        |  L7400c29  |
                              |                              |         |            |      |                                         |        |      |     |        |      |     |    |        |            |
                8254.99       |                8255.019      |      90 |            |      | 97492.304          - [109602.8177]      | 3      |      |     | 38     |      |     |    |        |  L7400c29  |
                8257.89       |                8257.856      |     110 |            |      | 97492.304          - [109598.6566]      | 3      |      |     | 37     |      |     |    |        |  L7400c29  |
                8260.89       |                8260.935      |     110 |            |      | 97492.304          - [109594.1439]      | 3      |      |     | 36     |      |     |    |        |  L7400c29  |
                8264.28       |                8264.285      |     110 |            |      | 97492.304          - [109589.2390]      | 3      |      |     | 35     |      |     |    |        |  L7400c29  |
                8267.94       |                8267.938      |     110 |            |      | 97492.304          - [109583.8949]      | 3      |      |     | 34     |      |     |    |        |  L7400c29  |
                              |                              |         |            |      |                                         |        |      |     |        |      |     |    |        |            |
                8271.94       |                8271.931      |     140 |            |      | 97492.304          - [109578.0577]      | 3      |      |     | 33     |      |     |    |        |  L7400c29  |
                8276.32       |                8276.309      |     140 |            |      | 97492.304          - [109571.6647]      | 3      |      |     | 32     |      |     |    |        |  L7400c29  |
                8281.13       |                8281.123      |     140 |            |      | 97492.304          - [109564.6431]      | 3      |      |     | 31     |      |     |    |        |  L7400c29  |
                8286.42       |                8286.432      |     140 |            |      | 97492.304          - [109556.9077]      | 3      |      |     | 30     |      |     |    |        |  L7400c29  |
                8292.30       |                8292.309      |     170 |            |      | 97492.304          - [109548.3584]      | 3      |      |     | 29     |      |     |    |        |  L7400c29  |
                              |                              |         |            |      |                                         |        |      |     |        |      |     |    |        |            |
                8298.83       |                8298.835      |     210 |            |      | 97492.304          - [109538.8768]      | 3      |      |     | 28     |      |     |    |        |  L7400c29  |
                8306.10       |                8306.113      |     250 |            |      | 97492.304          - [109528.3223]      | 3      |      |     | 27     |      |     |    |        |  L7400c29  |
                8314.26       |                8314.261      |     290 |            |      | 97492.304          - [109516.5267]      | 3      |      |     | 26     |      |     |    |        |  L7400c29  |
                8323.42       |                8323.425      |     290 |            |      | 97492.304          - [109503.2875]      | 3      |      |     | 25     |      |     |    |        |  L7400c29  |
                8333.78       |                8333.783      |     370 |            |      | 97492.304          - [109488.3592]      | 3      |      |     | 24     |      |     |    |        |  L7400c29  |
                              |                              |         |            |      |                                         |        |      |     |        |      |     |    |        |            |
                8345.54       |                8345.552      |     500 |            |      | 97492.304          - [109471.4416]      | 3      |      |     | 23     |      |     |    |        |  L7400c29  |
                8359.00       |                8359.004      |     500 |            |      | 97492.304          - [109452.1650]      | 3      |      |     | 22     |      |     |    |        |  L7400c29  |
                8374.48       |                8374.475      |     600 |            |      | 97492.304          - [109430.0696]      | 3      |      |     | 21     |      |     |    |        |  L7400c29  |
                8392.40       |                8392.397      |     700 | 1.5167e+03 | AAA  | 97492.304          - [109404.5776]      | 3      |      |     | 20     |      |     |    |  T8637 |  L7400c29  |
                8413.32       |                8413.318      |     700 | 1.9643e+03 | AAA  | 97492.304          - [109374.9555]      | 3      |      |     | 19     |      |     |    |  T8637 |  L7400c29  |
                              |                              |         |            |      |                                         |        |      |     |        |      |     |    |        |            |
                8437.95       |                8437.956      |     700 | 2.5804e+03 | AAA  | 97492.304          - [109340.2604]      | 3      |      |     | 18     |      |     |    |  T8637 |  L7400c29  |
                8467.26       |                8467.254      |     700 | 3.4442e+03 | AAA  | 97492.304          - [109299.2642]      | 3      |      |     | 17     |      |     |    |  T8637 |  L7400c29  |
                8502.49       |                8502.483      |  (1200) | 4.6801e+03 | AAA  | 97492.304          - [109250.3433]      | 3      |      |     | 16     |      |     |    |  T8637 |  L7400c29  |
                8545.38       |                8545.383      |  (1400) | 6.4901e+03 | AAA  | 97492.304          - [109191.3154]      | 3      |      |     | 15     |      |     |    |  T8637 |  L7400c29  |
                8598.39       |                8598.392      |    2300 | 9.2117e+03 | AAA  | 97492.304          - [109119.1917]      | 3      |      |     | 14     |      |     |    |  T8637 |  L7400c29  |
                              |                              |         |            |      |                                         |        |      |     |        |      |     |    |        |            |
                8665.02       |                8665.019      |  (2200) | 1.3431e+04 | AAA  | 97492.304          - [109029.7913]      | 3      |      |     | 13     |      |     |    |  T8637 |  L7400c29  |
                8750.46       |                8750.472      |    2200 | 2.0207e+04 | AAA  | 97492.304          -  108917.1209       | 3      |      |     | 12     |      |     |    |  T8637 |  L7400c29  |
                8862.89       |                8862.782      |  (3600) | 3.1558e+04 | AAA  | 97492.304          -  108772.3445       | 3      |      |     | 11     |      |     |    |  T8637 |  L7400c29  |
                9015.3        |                9014.909      |  (4800) | 5.1558e+04 | AAA  | 97492.304          -  108581.9945       | 3      |      |     | 10     |      |     |    |  T8637 |     L7389  |
                9229.7        |                9229.014      |  (6500) | 8.9050e+04 | AAA  | 97492.304          -  108324.7253       | 3      |      |     | 9      |      |     |    |  T8637 |     L7389  |
                              |                              |         |            |      |                                         |        |      |     |        |      |     |    |        |            |
                9546.2        |                9545.969      |  (9000) | 1.6506e+05 | AAA  | 97492.304          -  107965.0568       | 3      |      |     | 8      |      |     |    |  T8637 |     L7389  |
               10049.8        |               10049.368      | (13000) | 3.3585e+05 | AAA  | 97492.304          -  107440.4508       | 3      |      |     | 7      |      |     |    |  T8637 |     L7389  |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
