--- GHOST SPOTS (Python Only) ---
Fiber,Wavelength,X,Y
141,8681.8775,1208.3505682935138,2026.8533837326772
141,8684.3062,1208.3491911849462,2030.8433377850079
141,8774.0664,1208.2286831667082,2178.7857788387237
141,8783.0336,1208.2091784923398,2193.618762126465
141,8786.166,1208.20204578971,2198.8025416132873
141,8868.1905,1207.9567584811225,2334.9921488237974
141,9222.59,1205.7171791587687,2934.6596198141
141,9224.1108,1205.7041201340837,2937.276386119127
141,9375.8796,1204.3048972093122,3200.4376687697672
141,8776.46,1208.2236094513044,2182.744146652855
141,8779.1607,1208.2177687858461,2187.211227328754
141,8931.1447,1207.693310683819,2440.13107328498
141,9354.8,1204.5085381400584,3163.6445759253506
141,8864.75,1207.9692949426887,2329.261915246768
141,8933.282,1207.683247741553,2443.7102974679806
141,9377.33,1204.2908055854914,3202.9721433347186
142,8670.325,1215.5467201319493,2007.4456224793444
142,9227.03,1212.899846701388,2941.796559119855
142,7490.9335,1209.4872868732643,130.06830901326248
142,8378.661,1214.9836464134457,1533.0029802618142
142,8379.9093,1214.988672064197,1535.01710728651
142,8419.4727,1215.137351168833,1598.9196328632818
142,8420.7398,1215.141766474935,1600.968424381537
142,8681.8775,1215.5415915438678,2026.4144539115082
142,8684.3062,1215.5402331256273,2030.4042032040497
142,8774.0664,1215.4213286962054,2178.338432021773
142,8783.0336,1215.4020811693986,2193.1705244956156
142,8786.166,1215.3950423683889,2198.3539897700794
142,8868.1905,1215.1529392737198,2334.5348184344657
142,9222.59,1212.9377011388535,2934.1563432282633
142,9224.1108,1212.9247571190965,2936.772909533637
142,9375.8796,1211.53593993046,3199.9159450859142
142,8776.46,1215.4163219243455,2182.296563313153
142,8779.1607,1215.4105582761943,2186.76337601778
142,8931.1447,1214.892808235662,2439.666326725019
142,9354.8,1211.738305602402,3163.125117919454
142,8864.75,1215.1653151749167,2328.8049738758914
142,8933.282,1214.8828697644285,2443.2452897390167
142,9377.33,1211.521933502259,3202.4502678662575
143,9227.03,1220.165003885451,2941.2936269735173
143,8378.661,1222.231125915894,1532.5858835557472
143,8379.9093,1222.2361359742545,1534.5998778249718
143,8419.4727,1222.3843927253738,1598.4980808730108
143,8420.7398,1222.3887968426839,1600.5467305653108
143,8681.8775,1222.7895361892204,2025.9617153966592
143,8684.3062,1222.7882156569315,2029.9511784753804
143,8774.0664,1222.6710493759977,2177.8751265816004
143,8783.0336,1222.6520096095835,2192.7062292436935
143,8786.166,1222.6450447487805,2197.889350553552
143,8868.1905,1222.405111922432,2334.0615261389353
143,9222.59,1220.2026755991337,2933.6537083369835
143,9224.1108,1220.189794110542,2936.2701726667683
143,9375.8796,1218.807596897429,3199.40387141281
143,8776.46,1222.666097490287,2181.8329929260176
143,8779.1607,1222.6603962708482,2186.2995073339325
143,8931.1447,1222.1469148019496,2439.186885620702
143,8864.75,1222.4173883407318,2328.3320302216675
143,8933.282,1222.1370454992473,2442.7656475974427
143,9377.33,1218.7936586458063,3201.9381136640127
144,8670.325,1230.0690356087266,2006.5385849713418
144,9227.03,1227.4640515283957,2940.788798406138
144,9787.186,1222.297220414709,3932.0956853684766
144,8378.661,1229.5048411776559,1532.1539305911283
144,8379.9093,1229.5098272976923,1534.1678324591055
144,8419.4727,1229.6574366191223,1598.0630592979555
144,8420.7398,1229.6618236694926,1600.1116121847929
144,8681.8775,1230.0643850257422,2025.505041944548
144,8684.3062,1230.0631309956168,2029.4942925386677
144,8774.0664,1229.9489730823432,2177.410287295094
144,8783.0336,1229.9302875372107,2192.240586541929
144,8786.166,1229.9234484582892,2197.42342690883
144,8868.1905,1229.687136429435,2333.5882062690753
144,9222.59,1227.5015600752934,2933.1492440977117
144,9224.1108,1227.4887347146387,2935.7655835292608
144,9375.8796,1226.1108390829547,3198.8874325910756
144,8776.46,1229.9441148880137,2181.3679393114508
144,8779.1607,1229.938520136628,2185.834211781333
144,8931.1447,1229.4320329009397,2438.707869754618
144,9354.8,1226.3117807363508,3162.099365741257
144,8864.75,1229.6992500949514,2327.859021595329
144,8933.282,1229.4222715967426,2442.2864385622756
144,9377.33,1226.0969299680212,3201.4215678311275
144,9720.83,1222.8259083995129,3811.935492286847
145,8670.325,1237.2863171081276,2006.1348155121916
145,9227.03,1234.7020620966127,2940.3280394657345
145,7490.9335,1231.2818143768466,128.88445361883646
145,8378.661,1236.7260130500374,1531.773999948468
145,8379.9093,1236.7309785345608,1533.78782041557
145,8419.4727,1236.8779497181542,1597.6803704804918
145,8420.7398,1236.8823168072688,1599.7288345457341
145,8681.8775,1237.2815786148765,2025.1001506091397
145,8684.3062,1237.280307276108,2029.0891639447893
145,8774.0664,1237.1658646653223,2176.996085845913
145,8783.0336,1237.1471964496257,2191.825450475986
145,8786.166,1237.1403657393569,2197.007963356991
145,8868.1905,1236.9047642974717,2333.1640196225117
145,9222.59,1234.7391128514503,2932.688867857762
145,9224.1108,1234.7264437479075,2935.305075877988
145,9375.8796,1233.3664474629431,3198.4158026629684
145,8776.46,1237.1610101502276,2180.9534888133817
145,8779.1607,1237.155420372617,2185.4194799051484
145,8931.1447,1236.6509840331826,2438.276880273858
145,9354.8,1233.5647071629194,3161.629017001309
145,8864.75,1236.91682692076,2327.4352052046897
145,8933.282,1236.6412815508224,2441.8552178593977
145,9377.33,1233.3527238116835,3200.949853235106
146,8670.325,1244.5471353968258,2005.7262447558633
146,9227.03,1241.9873618370377,2939.8656410747085
146,7440.9469,1238.3749099565223,51.511004273854724
146,7490.9335,1238.5673358787665,128.51248118736817
146,8378.661,1243.9863668717749,1531.3926199305622
146,8379.9093,1243.9913107450875,1533.4063379253907
146,8419.4727,1244.137690598473,1597.2955615322812
146,8420.7398,1244.142041842414,1599.3439166281858
146,8681.8775,1244.5426560344392,2024.6904124365512
146,8684.3062,1244.5414414299037,2028.6791798963127
146,8774.0664,1244.4296181263685,2176.5769402594274
146,8783.0336,1244.411264059263,2191.4053852740512
146,8786.166,1244.404545164049,2196.587576884562
146,8868.1905,1244.1722200796987,2332.735240226212
146,9222.59,1242.0241980656413,2932.2268297319765
146,9224.1108,1242.0116025284972,2934.8429141408005
146,9375.8796,1240.658503652818,3197.942536314882
146,8776.46,1244.4248465965916,2180.5340977750807
146,8779.1607,1244.4193512145066,2184.9998119041743
146,8931.1447,1243.9213307912182,2437.8417375512436
146,9354.8,1240.855850513835,3161.157134821876
146,8864.75,1244.184133031427,2327.0067762194262
146,8933.282,1243.9117309067517,2441.4198610769945
146,9377.33,1240.6448424998982,3200.4764936947313
147,8670.325,1251.8118287655957,2005.321085231901
147,9227.03,1249.267917698387,2939.3980596727847
147,7490.9335,1245.8332181621347,128.1320018100821
147,8378.661,1251.249933197268,1531.0061825207426
147,8379.9093,1251.254861711439,1533.019836563883
147,8419.4727,1251.4008526493499,1596.9069904135388
147,8420.7398,1251.4051945535416,1598.9552776752912
147,8681.8775,1251.8075591926136,2024.2842919554994
147,8684.3062,1251.8063899274161,2028.2728548496564
147,8774.0664,1251.6965096787167,2176.162429837374
147,8783.0336,1251.6783748654532,2190.9899906840587
147,8786.166,1251.6717334888162,2196.1718706551137
147,8868.1905,1251.4415860150214,2332.3108833231377
147,9222.59,1249.3046042787826,2931.759753077986
147,9224.1108,1249.29205994833,2934.375664271293
147,9375.8796,1247.9444825831533,3197.4603155493687
147,8776.46,1251.6917962825019,2180.119352503199
147,8779.1607,1251.6863668368576,2184.5848006358133
147,8931.1447,1251.1925166427159,2437.4101706797783
147,9354.8,1248.1409957922408,3160.676656730512
147,8864.75,1251.4534026668482,2326.582800152861
147,8933.282,1251.182980207579,2440.988042115549
147,9377.33,1247.9308798817208,3199.994157860477
147,9720.83,1244.7251175841282,3810.4854032883386
148,8670.325,1259.021039254578,2004.903908265201
148,9227.03,1256.503591550325,2938.9301394693357
148,7490.9335,1253.061689167853,127.74782267208025
148,8378.661,1258.459993915714,1530.6112497348413
148,8379.9093,1258.4648939130325,1532.6248195496878
148,8419.4727,1258.610113488753,1596.5092625022044
148,8420.7398,1258.614434804646,1598.55746156392
148,8681.8775,1259.0169311218876,2023.8661172261445
148,8684.3062,1259.0157974205727,2027.8544692529454
148,8774.0664,1258.9076288542406,2175.736000428658
148,8783.0336,1258.8897084457924,2190.562733410453
148,8786.166,1258.8831438899551,2195.744323285532
148,8868.1905,1258.6553821950506,2331.8756008379482
148,9222.59,1256.5398700116364,2931.2921754440545
148,9224.1108,1256.5274650818524,2933.907969013564
